,CustomerID,Recency,Frequency,Monetary,R-Score,F-Score,M-Score,RFMScore,LoyaltyLevel,Cluster_ID
3227,17334,301,11,307,4,4,3,11,Bronze,0
3230,17339,93,9,243,3,4,4,11,Bronze,0
3232,17341,156,183,781,4,1,2,7,Gold,1
3234,17344,45,32,161,2,3,4,9,Silver,0
3235,17345,14,87,538,1,1,2,4,Platinum,1
3237,17347,85,1,229,3,4,4,11,Bronze,0
3238,17348,14,215,1160,1,1,1,3,Platinum,1
3239,17349,178,9,111,4,4,4,12,Bronze,0
3240,17350,7,71,1286,1,1,1,3,Platinum,1
3241,17351,35,27,587,2,3,2,7,Gold,1
3242,17353,128,8,1740,3,4,1,8,Silver,0
3243,17354,50,16,1393,2,3,1,6,Gold,1
3244,17356,311,19,178,4,3,4,11,Bronze,0
3245,17357,23,45,388,2,2,3,7,Gold,1
3246,17358,302,59,366,4,2,3,9,Silver,0
3247,17359,10,15,128,1,4,4,9,Silver,0
3248,17360,16,132,586,1,1,2,4,Platinum,1
3249,17361,48,29,488,2,3,3,8,Silver,0
3250,17362,238,35,312,4,2,3,9,Silver,0
3253,17367,237,34,168,4,2,4,10,Bronze,0
3254,17368,22,111,1913,1,1,1,3,Platinum,1
3255,17370,72,33,446,3,3,3,9,Silver,0
3256,17371,16,87,424,1,1,3,5,Platinum,1
3258,17373,39,57,647,2,2,2,6,Gold,1
3259,17374,218,28,496,4,3,3,10,Bronze,0
3260,17375,198,69,400,4,2,3,9,Silver,0
3261,17376,70,24,203,3,3,4,10,Bronze,0
3263,17379,10,83,405,1,1,3,5,Platinum,1
3265,17382,64,2,65,3,4,4,11,Bronze,0
3266,17383,3,51,199,1,2,4,7,Gold,1
3267,17384,18,15,336,1,4,3,8,Silver,0
3268,17385,14,47,261,1,2,4,7,Gold,1
3269,17386,7,28,2686,1,3,1,5,Platinum,1
3270,17387,19,78,784,1,1,2,4,Platinum,1
3271,17388,77,15,1260,3,4,1,8,Silver,1
3273,17391,163,3,509,4,4,3,11,Bronze,0
3274,17392,306,62,458,4,2,3,9,Silver,0
3275,17394,218,4,204,4,4,4,12,Bronze,0
3277,17397,21,92,696,1,1,2,4,Platinum,1
3278,17398,114,38,653,3,2,2,7,Gold,0
3279,17400,125,213,2130,3,1,1,5,Platinum,1
3280,17402,4,59,2634,1,2,1,4,Platinum,1
3281,17403,35,33,282,2,3,3,8,Silver,0
3282,17405,0,82,1031,1,1,2,4,Platinum,1
3284,17408,162,2,33,4,4,4,12,Bronze,0
3285,17409,184,13,772,4,4,2,10,Bronze,0
3286,17410,15,64,1215,1,2,1,4,Platinum,1
3287,17411,11,41,779,1,2,2,5,Platinum,1
3288,17412,2,66,1258,1,2,1,4,Platinum,1
3289,17414,43,6,778,2,4,2,8,Silver,0
3290,17415,78,14,508,3,4,3,10,Bronze,0
3292,17418,41,30,463,2,3,3,8,Silver,0
3294,17420,49,30,599,2,3,2,7,Gold,1
3295,17422,15,117,1979,1,1,1,3,Platinum,1
3296,17423,45,26,698,2,3,2,7,Gold,1
3297,17425,18,43,759,1,2,2,5,Platinum,1
3299,17427,71,2,101,3,4,4,11,Bronze,0
3301,17429,127,39,525,3,2,3,8,Silver,0
3302,17430,32,14,266,2,4,4,10,Bronze,0
3303,17431,312,43,403,4,2,3,9,Silver,0
3304,17432,17,48,366,1,2,3,6,Gold,1
3305,17433,87,54,303,3,2,3,8,Silver,0
3306,17434,1,134,2374,1,1,1,3,Platinum,1
3307,17436,1,9,216,1,4,4,9,Silver,0
3308,17438,253,17,388,4,3,3,10,Bronze,0
3309,17440,156,5,186,4,4,4,12,Bronze,0
3310,17442,36,135,2249,2,1,1,4,Platinum,1
3311,17446,176,9,121,4,4,4,12,Bronze,0
3312,17447,39,36,542,2,2,2,6,Gold,1
3315,17451,0,100,1721,1,1,1,3,Platinum,1
3316,17453,17,19,487,1,3,3,7,Gold,1
3317,17454,191,61,518,4,2,3,9,Silver,0
3318,17455,203,8,132,4,4,4,12,Bronze,0
3320,17457,126,19,1738,3,3,1,7,Gold,1
3321,17458,14,54,316,1,2,3,6,Gold,1
3322,17459,42,111,657,2,1,2,5,Platinum,1
3323,17460,93,29,622,3,3,2,8,Silver,0
3324,17461,22,111,757,1,1,2,4,Platinum,1
3325,17462,59,27,676,3,3,2,8,Silver,1
3326,17463,15,215,1896,1,1,1,3,Platinum,1
3327,17464,157,9,290,4,4,3,11,Bronze,0
3328,17466,9,41,763,1,2,2,5,Platinum,1
3329,17468,9,5,137,1,4,4,9,Silver,0
3330,17469,15,88,1871,1,1,1,3,Platinum,1
3331,17470,44,78,1125,2,1,1,4,Platinum,1
3332,17472,190,181,710,4,1,2,7,Gold,1
3333,17475,78,14,194,3,4,4,11,Bronze,0
3334,17480,77,29,512,3,3,3,9,Silver,0
3335,17481,3,82,1256,1,1,1,3,Platinum,1
3336,17483,64,21,414,3,3,3,9,Silver,0
3337,17486,260,24,397,4,3,3,10,Bronze,0
3338,17489,58,29,377,2,3,3,8,Silver,0
3339,17490,0,76,2092,1,1,1,3,Platinum,1
3341,17492,247,12,375,4,4,3,11,Bronze,0
3342,17495,7,27,498,1,3,3,7,Gold,1
3344,17498,75,17,272,3,3,3,9,Silver,0
3345,17499,289,40,623,4,2,2,8,Silver,0
3346,17500,16,5,1138,1,4,1,6,Gold,1
3347,17501,220,18,289,4,3,3,10,Bronze,0
3348,17502,8,28,689,1,3,2,6,Gold,1
3349,17503,2,38,559,1,2,2,5,Platinum,1
3351,17505,160,52,1146,4,2,1,7,Gold,1
3352,17506,75,14,302,3,4,3,10,Bronze,0
3353,17507,261,88,606,4,1,2,7,Gold,1
3355,17510,24,20,308,2,3,3,8,Silver,0
3358,17513,71,6,513,3,4,3,10,Bronze,0
3359,17514,127,40,209,3,2,4,9,Silver,0
3360,17515,30,87,639,2,1,2,5,Platinum,1
3361,17516,14,137,768,1,1,2,4,Platinum,1
3362,17517,308,11,154,4,4,4,12,Bronze,0
3363,17519,16,82,1844,1,1,1,3,Platinum,1
3364,17520,53,30,547,2,3,2,7,Gold,0
3365,17521,29,45,723,2,2,2,6,Gold,1
3366,17522,1,73,1071,1,1,1,3,Platinum,1
3367,17523,10,33,653,1,3,2,6,Gold,1
3370,17526,4,19,1196,1,3,1,5,Platinum,1
3371,17527,53,47,939,2,2,2,6,Gold,1
3374,17531,189,14,297,4,4,3,11,Bronze,0
3375,17534,53,9,223,2,4,4,10,Bronze,0
3376,17535,279,13,164,4,4,4,12,Bronze,0
3377,17536,176,3,76,4,4,4,12,Bronze,0
3378,17537,29,75,898,2,1,2,5,Platinum,1
3379,17538,25,9,98,2,4,4,10,Bronze,0
3380,17540,24,25,579,2,3,2,7,Gold,1
3381,17542,269,25,171,4,3,4,11,Bronze,0
3382,17545,42,145,646,2,1,2,5,Platinum,1
3383,17548,233,5,103,4,4,4,12,Bronze,0
3384,17549,23,6,149,2,4,4,10,Bronze,0
3385,17550,196,42,267,4,2,4,10,Bronze,0
3387,17552,59,49,930,3,2,2,7,Gold,1
3388,17553,129,2,1488,3,4,1,8,Silver,0
3389,17554,0,88,1952,1,1,1,3,Platinum,1
3390,17555,19,106,483,1,1,3,5,Platinum,1
3391,17556,205,6,158,4,4,4,12,Bronze,0
3392,17557,13,34,541,1,2,2,5,Platinum,1
3393,17560,94,26,855,3,3,2,8,Silver,0
3394,17561,18,46,168,1,2,4,7,Gold,0
3395,17562,13,63,1122,1,2,1,4,Platinum,1
3396,17564,23,49,454,2,2,3,7,Gold,1
3397,17566,7,152,901,1,1,2,4,Platinum,1
3401,17572,70,12,227,3,4,4,11,Bronze,0
3402,17573,28,25,381,2,3,3,8,Silver,0
3403,17574,242,8,186,4,4,4,12,Bronze,0
3405,17578,217,5,143,4,4,4,12,Bronze,0
3406,17579,4,50,449,1,2,3,6,Gold,1
3407,17580,252,45,216,4,2,4,10,Bronze,0
3409,17582,235,29,175,4,3,4,11,Bronze,0
3410,17584,6,35,1242,1,2,1,4,Platinum,1
3411,17585,108,214,1133,3,1,1,5,Platinum,1
3412,17588,99,23,1240,3,3,1,7,Gold,1
3414,17590,1,201,1479,1,1,1,3,Platinum,1
3415,17591,72,166,2226,3,1,1,5,Platinum,1
3417,17594,84,50,993,3,2,2,7,Gold,1
3418,17595,11,83,389,1,1,3,5,Platinum,1
3420,17597,213,55,2044,4,2,1,7,Gold,1
3421,17600,17,13,162,1,4,4,9,Silver,0
3422,17601,238,9,116,4,4,4,12,Bronze,0
3424,17603,77,11,395,3,4,3,10,Bronze,0
3425,17604,216,63,309,4,2,3,9,Silver,0
3426,17608,32,59,193,2,2,4,8,Silver,0
3429,17612,52,135,2048,2,1,1,4,Platinum,1
3431,17614,56,100,390,2,1,3,6,Gold,1
3432,17615,129,14,330,3,4,3,10,Bronze,0
3433,17616,173,3,571,4,4,2,10,Bronze,0
3434,17618,5,78,972,1,1,2,4,Platinum,1
3435,17619,311,77,219,4,1,4,9,Silver,0
3436,17620,59,4,81,3,4,4,11,Bronze,0
3437,17621,20,26,1380,1,3,1,5,Platinum,1
3438,17623,32,33,527,2,3,3,8,Silver,1
3439,17624,14,50,843,1,2,2,5,Platinum,1
3441,17628,80,5,76,3,4,4,11,Bronze,0
3442,17629,5,123,1814,1,1,1,3,Platinum,1
3443,17630,169,26,504,4,3,3,10,Bronze,0
3444,17631,1,39,528,1,2,3,6,Gold,1
3445,17633,30,70,1325,2,1,1,4,Platinum,1
3447,17636,18,20,286,1,3,3,7,Gold,0
3448,17637,30,35,547,2,2,2,6,Gold,1
3449,17639,275,7,108,4,4,4,12,Bronze,0
3450,17640,86,5,622,3,4,2,9,Silver,0
3451,17642,119,40,712,3,2,2,7,Gold,0
3454,17646,218,51,1008,4,2,2,8,Silver,1
3455,17647,64,7,133,3,4,4,11,Bronze,0
3456,17648,60,91,1798,3,1,1,5,Platinum,1
3457,17649,137,52,868,3,2,2,7,Gold,1
3458,17650,20,8,166,1,4,4,9,Silver,0
3461,17653,36,44,1208,2,2,1,5,Platinum,1
3462,17654,276,22,118,4,3,4,11,Bronze,0
3463,17655,10,91,2639,1,1,1,3,Platinum,1
3464,17656,72,82,1675,3,1,1,5,Platinum,1
3465,17658,25,19,595,2,3,2,7,Gold,1
3467,17660,140,45,196,3,2,4,9,Silver,0
3468,17663,25,86,1803,2,1,1,4,Platinum,1
3469,17664,18,43,605,1,2,2,5,Platinum,1
3470,17666,3,18,728,1,3,2,6,Gold,1
3471,17667,65,116,2056,3,1,1,5,Platinum,1
3472,17668,0,15,348,1,4,3,8,Silver,1
3474,17670,227,11,206,4,4,4,12,Bronze,0
3475,17671,15,53,1573,1,2,1,4,Platinum,1
3477,17673,0,227,1629,1,1,1,3,Platinum,1
3478,17674,73,27,551,3,3,2,8,Silver,0
3480,17676,3,78,1388,1,1,1,3,Platinum,1
3482,17678,263,16,298,4,3,3,10,Bronze,0
3483,17679,52,30,1992,2,3,1,6,Gold,1
3484,17680,23,11,184,2,4,4,10,Bronze,0
3485,17682,9,118,2474,1,1,1,3,Platinum,1
3486,17684,43,15,239,2,4,4,10,Bronze,0
3491,17692,126,46,741,3,2,2,7,Gold,1
3492,17693,136,16,200,3,3,4,10,Bronze,0
3493,17694,141,15,283,3,4,3,10,Bronze,0
3494,17695,131,35,765,3,2,2,7,Gold,0
3495,17696,37,115,2286,2,1,1,4,Platinum,1
3496,17697,235,19,339,4,3,3,10,Bronze,0
3497,17698,260,8,155,4,4,4,12,Bronze,0
3498,17700,16,142,2535,1,1,1,3,Platinum,1
3499,17701,252,24,418,4,3,3,10,Bronze,0
3500,17702,29,74,1824,2,1,1,4,Platinum,1
3501,17703,34,55,799,2,2,2,6,Gold,1
3502,17704,168,31,885,4,3,2,9,Silver,0
3503,17705,2,103,1824,1,1,1,3,Platinum,1
3505,17707,184,5,152,4,4,4,12,Bronze,0
3506,17708,187,35,267,4,2,4,10,Bronze,0
3507,17709,169,7,137,4,4,4,12,Bronze,0
3508,17711,10,23,385,1,3,3,7,Gold,1
3509,17712,44,29,523,2,3,3,8,Silver,0
3510,17714,320,10,153,4,4,4,12,Bronze,0
3511,17715,200,1,326,4,4,3,11,Bronze,0
3513,17718,231,6,139,4,4,4,12,Bronze,0
3515,17720,25,50,1196,2,2,1,5,Platinum,1
3516,17722,95,115,2424,3,1,1,5,Platinum,1
3518,17724,70,40,1033,3,2,2,7,Gold,1
3520,17727,14,66,1060,1,2,1,4,Platinum,1
3523,17731,78,67,1240,3,2,1,6,Gold,1
3525,17733,38,35,692,2,2,2,6,Gold,1
3526,17734,53,43,701,2,2,2,6,Gold,1
3528,17736,8,25,377,1,3,3,7,Gold,1
3529,17737,8,10,168,1,4,4,9,Silver,0
3530,17738,18,97,1879,1,1,1,3,Platinum,1
3532,17742,112,15,355,3,4,3,10,Bronze,0
3533,17744,3,136,2322,1,1,1,3,Platinum,1
3534,17746,239,6,110,4,4,4,12,Bronze,0
3535,17747,112,1,71,3,4,4,11,Bronze,0
3536,17749,177,35,675,4,2,2,8,Silver,0
3537,17750,4,193,1798,1,1,1,3,Platinum,1
3539,17754,0,92,1772,1,1,1,3,Platinum,1
3542,17759,16,95,835,1,1,2,4,Platinum,1
3543,17760,21,25,288,1,3,3,7,Gold,0
3544,17761,32,19,713,2,3,2,7,Gold,1
3545,17763,262,1,15,4,4,4,12,Bronze,0
3546,17764,50,75,819,2,1,2,5,Platinum,1
3547,17765,158,57,372,4,2,3,9,Silver,0
3548,17767,14,21,271,1,3,3,7,Gold,0
3549,17768,7,105,2273,1,1,1,3,Platinum,1
3551,17770,198,38,1143,4,2,1,7,Gold,1
3552,17771,56,54,246,2,2,4,8,Silver,0
3553,17772,10,53,183,1,2,4,7,Gold,1
3554,17774,96,156,1225,3,1,1,5,Platinum,1
3555,17775,254,3,56,4,4,4,12,Bronze,0
3556,17777,24,194,666,2,1,2,5,Platinum,1
3557,17779,20,82,659,1,1,2,4,Platinum,1
3558,17781,158,12,188,4,4,4,12,Bronze,0
3559,17783,71,67,283,3,2,3,8,Silver,0
3560,17785,52,13,132,2,4,4,10,Bronze,0
3561,17786,84,72,279,3,1,3,7,Gold,0
3562,17787,152,134,1865,4,1,1,6,Gold,1
3563,17788,73,5,1118,3,4,1,8,Silver,0
3564,17789,280,14,226,4,4,4,12,Bronze,0
3565,17790,26,190,1966,2,1,1,4,Platinum,1
3566,17791,29,10,106,2,4,4,10,Bronze,0
3567,17793,24,58,323,2,2,3,7,Gold,1
3568,17795,179,46,350,4,2,3,9,Silver,0
3569,17796,39,82,698,2,1,2,5,Platinum,1
3570,17797,21,111,780,1,1,2,4,Platinum,1
3572,17800,36,104,1199,2,1,1,4,Platinum,1
3573,17802,81,140,1285,3,1,1,5,Platinum,1
3574,17805,73,10,512,3,4,3,10,Bronze,0
3575,17806,10,43,546,1,2,2,5,Platinum,1
3578,17812,12,141,732,1,1,2,4,Platinum,1
3580,17816,36,17,37,2,3,4,9,Silver,0
3581,17817,3,33,388,1,3,3,7,Gold,1
3583,17824,50,13,298,2,4,3,9,Silver,0
3584,17827,4,220,1995,1,1,1,3,Platinum,1
3585,17830,1,23,399,1,3,3,7,Gold,1
3586,17831,32,2,35,2,4,4,10,Bronze,0
3587,17832,49,61,155,2,2,4,8,Silver,0
3588,17835,2,61,351,1,2,3,6,Gold,1
3589,17836,46,24,110,2,3,4,9,Silver,0
3590,17837,41,169,1593,2,1,1,4,Platinum,1
3591,17838,26,121,2779,2,1,1,4,Platinum,1
3592,17839,41,56,339,2,2,3,7,Gold,1
3594,17843,302,37,205,4,2,4,10,Bronze,0
3595,17846,84,1,2033,3,4,1,8,Silver,0
3596,17848,80,51,901,3,2,2,7,Gold,1
3597,17849,217,26,606,4,3,2,9,Silver,0
3599,17852,11,24,114,1,3,4,8,Silver,0
3600,17854,184,15,311,4,4,3,11,Bronze,0
3602,17856,1,15,1418,1,4,1,6,Gold,1
3605,17859,304,25,148,4,3,4,11,Bronze,0
3607,17861,2,222,2101,1,1,1,3,Platinum,1
3608,17862,323,11,331,4,4,3,11,Bronze,0
3610,17864,12,102,598,1,1,2,4,Platinum,1
3612,17866,142,9,330,3,4,3,10,Bronze,0
3613,17867,29,79,1197,2,1,1,4,Platinum,1
3614,17869,106,40,428,3,2,3,8,Silver,0
3616,17871,204,10,156,4,4,4,12,Bronze,0
3617,17873,79,44,1859,3,2,1,6,Gold,1
3618,17874,184,46,683,4,2,2,8,Silver,0
3619,17877,169,12,238,4,4,4,12,Bronze,0
3620,17878,43,26,379,2,3,3,8,Silver,0
3621,17879,173,6,179,4,4,4,12,Bronze,0
3623,17881,303,8,133,4,4,4,12,Bronze,0
3624,17883,2,145,672,1,1,2,4,Platinum,1
3625,17884,3,117,717,1,1,2,4,Platinum,1
3626,17885,11,64,190,1,2,4,7,Gold,1
3627,17886,31,109,900,2,1,2,5,Platinum,1
3628,17887,128,10,111,3,4,4,11,Bronze,0
3629,17888,20,67,726,1,2,2,5,Platinum,1
3630,17889,211,21,204,4,3,4,11,Bronze,0
3631,17890,322,94,602,4,1,2,7,Gold,0
3632,17891,161,34,204,4,2,4,10,Bronze,0
3633,17892,55,28,244,2,3,4,9,Silver,0
3634,17893,224,16,112,4,3,4,11,Bronze,0
3635,17894,71,193,1120,3,1,1,5,Platinum,1
3636,17895,43,16,98,2,3,4,9,Silver,0
3637,17896,22,2,256,1,4,4,9,Silver,0
3638,17897,172,114,567,4,1,2,7,Gold,1
3639,17898,84,28,152,3,3,4,10,Bronze,0
3640,17899,158,32,156,4,3,4,11,Bronze,0
3641,17900,189,6,112,4,4,4,12,Bronze,0
3642,17901,28,19,110,2,3,4,9,Silver,0
3643,17904,20,38,192,1,2,4,7,Gold,0
3644,17905,70,34,800,3,2,2,7,Gold,1
3645,17906,246,12,73,4,4,4,12,Bronze,0
3647,17911,8,39,366,1,2,3,6,Gold,1
3648,17912,309,38,311,4,2,3,9,Silver,0
3649,17913,58,59,412,2,2,3,7,Gold,1
3650,17914,3,80,336,1,1,3,5,Platinum,1
3651,17917,44,94,341,2,1,3,6,Gold,1
3652,17919,87,23,1304,3,3,1,7,Gold,1
3654,17921,63,145,827,3,1,2,6,Gold,1
3655,17923,281,1,208,4,4,4,12,Bronze,0
3658,17926,132,21,397,3,3,3,9,Silver,0
3659,17928,44,23,213,2,3,4,9,Silver,0
3660,17929,10,5,843,1,4,2,7,Gold,0
3661,17930,35,39,1740,2,2,1,5,Platinum,1
3662,17931,133,65,408,3,2,3,8,Silver,0
3663,17932,28,90,1332,2,1,1,4,Platinum,1
3664,17934,51,21,704,2,3,2,7,Gold,0
3665,17935,137,29,146,3,3,4,10,Bronze,0
3666,17936,4,77,390,1,1,3,5,Platinum,1
3668,17939,159,12,99,4,4,4,12,Bronze,0
3670,17941,130,2,305,3,4,3,10,Bronze,0
3671,17942,7,2,78,1,4,4,9,Silver,0
3672,17946,232,20,150,4,3,4,11,Bronze,0
3673,17947,36,9,177,2,4,4,10,Bronze,0
3674,17948,146,1,359,3,4,3,10,Bronze,0
3676,17950,71,71,482,3,1,3,7,Gold,1
3677,17951,39,20,1009,2,3,2,7,Gold,1
3679,17955,198,19,557,4,3,2,9,Silver,0
3680,17956,248,1,13,4,4,4,12,Bronze,0
3681,17957,65,31,112,3,3,4,10,Bronze,0
3682,17958,116,7,508,3,4,3,10,Bronze,0
3683,17960,170,26,74,4,3,4,11,Bronze,0
3685,17962,141,35,103,3,2,4,9,Silver,0
3686,17964,31,104,472,2,1,3,6,Gold,1
3688,17966,37,68,1098,2,2,1,5,Platinum,1
3691,17969,165,14,228,4,4,4,12,Bronze,0
3692,17970,210,31,583,4,3,2,9,Silver,0
3693,17972,241,31,136,4,3,4,11,Bronze,0
3694,17973,51,15,337,2,4,3,9,Silver,0
3695,17974,24,179,741,2,1,2,5,Platinum,1
3698,17977,28,21,288,2,3,3,8,Silver,0
3700,17979,35,146,758,2,1,2,5,Platinum,1
3701,17980,165,30,811,4,3,2,9,Silver,0
3702,17984,144,48,153,3,2,4,9,Silver,0
3703,17985,21,23,635,1,3,2,6,Gold,1
3704,17986,55,1,21,2,4,4,10,Bronze,0
3705,17987,184,13,199,4,4,4,12,Bronze,0
3706,17988,11,38,201,1,2,4,7,Gold,0
3707,17990,236,29,631,4,3,2,9,Silver,0
3708,17991,224,5,93,4,4,4,12,Bronze,0
3709,17994,121,81,678,3,1,2,6,Gold,1
3710,17995,281,2,76,4,4,4,12,Bronze,0
3711,17997,73,166,1971,3,1,1,5,Platinum,1
3712,17999,36,93,382,2,1,3,6,Gold,1
3713,18001,11,58,417,1,2,3,6,Gold,1
3715,18005,3,60,250,1,2,4,7,Gold,1
3716,18006,22,22,445,1,3,3,7,Gold,0
3717,18008,69,30,2116,3,3,1,7,Gold,1
3718,18009,234,32,257,4,3,4,11,Bronze,0
3719,18010,256,14,175,4,4,4,12,Bronze,0
3721,18013,154,31,187,4,3,4,11,Bronze,0
3722,18014,27,32,166,2,3,4,9,Silver,0
3723,18015,3,46,120,1,2,4,7,Gold,1
3724,18016,31,123,1484,2,1,1,4,Platinum,1
3725,18017,80,3,523,3,4,3,10,Bronze,0
3726,18018,107,29,122,3,3,4,10,Bronze,0
3727,18019,51,5,38,2,4,4,10,Bronze,0
3728,18022,35,191,668,2,1,2,5,Platinum,1
3729,18024,152,21,390,4,3,3,10,Bronze,0
3730,18027,98,21,115,3,3,4,10,Bronze,0
3731,18030,3,9,231,1,4,4,9,Silver,0
3733,18033,64,34,98,3,2,4,9,Silver,0
3734,18034,21,112,423,1,1,3,5,Platinum,1
3735,18035,35,53,730,2,2,2,6,Gold,1
3736,18036,31,96,406,2,1,3,6,Gold,1
3737,18037,153,19,70,4,3,4,11,Bronze,0
3738,18040,18,19,357,1,3,3,7,Gold,0
3740,18042,53,7,165,2,4,4,10,Bronze,0
3741,18043,24,121,560,2,1,2,5,Platinum,1
3742,18044,3,127,2089,1,1,1,3,Platinum,1
3743,18045,44,47,189,2,2,4,8,Silver,0
3744,18048,202,7,172,4,4,4,12,Bronze,0
3746,18053,70,20,300,3,3,3,9,Silver,0
3748,18056,287,19,364,4,3,3,10,Bronze,0
3749,18058,9,3,170,1,4,4,9,Silver,0
3750,18059,22,18,306,1,3,3,7,Gold,0
3751,18061,21,46,2119,1,2,1,4,Platinum,1
3752,18062,172,27,721,4,3,2,9,Silver,0
3753,18064,132,7,814,3,4,2,9,Silver,0
3754,18065,5,137,2393,1,1,1,3,Platinum,1
3755,18066,74,10,318,3,4,3,10,Bronze,0
3756,18067,39,37,396,2,2,3,7,Gold,0
3757,18068,288,1,102,4,4,4,12,Bronze,0
3759,18071,257,25,453,4,3,3,10,Bronze,0
3760,18072,185,18,247,4,3,4,11,Bronze,0
3763,18075,22,142,2612,1,1,1,3,Platinum,1
3764,18077,7,227,2633,1,1,1,3,Platinum,1
3765,18078,216,29,336,4,3,3,10,Bronze,0
3767,18080,18,2,1232,1,4,1,6,Gold,0
3768,18081,35,17,343,2,3,3,8,Silver,0
3769,18082,25,73,703,2,1,2,5,Platinum,1
3770,18084,15,1,90,1,4,4,9,Silver,0
3771,18085,329,29,690,4,3,2,9,Silver,0
3772,18086,273,7,101,4,4,4,12,Bronze,0
3774,18088,60,39,168,3,2,4,9,Silver,0
3776,18093,92,36,2107,3,2,1,6,Gold,1
3778,18095,311,21,580,4,3,2,9,Silver,0
3779,18096,11,213,911,1,1,2,4,Platinum,1
3780,18097,7,108,2698,1,1,1,3,Platinum,1
3781,18099,126,19,168,3,3,4,10,Bronze,0
3782,18101,10,41,224,1,2,4,7,Gold,1
3784,18104,36,38,755,2,2,2,6,Gold,1
3785,18105,37,18,113,2,3,4,9,Silver,0
3786,18106,329,39,431,4,2,3,9,Silver,0
3787,18108,253,17,271,4,3,3,10,Bronze,0
3789,18110,19,46,236,1,2,4,7,Gold,1
3790,18112,11,26,353,1,3,3,7,Gold,1
3792,18114,289,28,220,4,3,4,11,Bronze,0
3794,18117,25,74,321,2,1,3,6,Gold,1
3797,18120,213,17,111,4,3,4,11,Bronze,0
3798,18121,148,32,673,3,3,2,8,Silver,0
3800,18123,23,36,589,2,2,2,6,Gold,1
3801,18125,29,196,1143,2,1,1,4,Platinum,1
3802,18126,60,56,207,3,2,4,9,Silver,0
3803,18127,18,47,349,1,2,3,6,Gold,1
3804,18129,242,14,113,4,4,4,12,Bronze,0
3805,18130,14,70,1059,1,1,1,3,Platinum,1
3806,18133,211,1,931,4,4,2,10,Bronze,0
3807,18135,28,20,682,2,3,2,7,Gold,1
3808,18136,62,38,784,3,2,2,7,Gold,1
3809,18138,294,8,153,4,4,4,12,Bronze,0
3811,18142,156,15,1020,4,4,2,10,Bronze,0
3812,18143,116,61,1000,3,2,2,7,Gold,1
3815,18146,140,10,160,3,4,4,11,Bronze,0
3816,18147,45,7,179,2,4,4,10,Bronze,0
3817,18149,50,16,612,2,3,2,7,Gold,0
3818,18150,31,37,567,2,2,2,6,Gold,1
3819,18151,134,38,653,3,2,2,7,Gold,0
3820,18154,2,21,399,1,3,3,7,Gold,1
3821,18155,74,25,372,3,3,3,9,Silver,0
3822,18156,12,140,735,1,1,2,4,Platinum,1
3823,18158,8,34,453,1,2,3,6,Gold,1
3824,18159,300,23,530,4,3,3,10,Bronze,0
3825,18160,56,39,638,2,2,2,6,Gold,1
3826,18161,14,80,1619,1,1,1,3,Platinum,1
3827,18164,36,24,400,2,3,3,8,Silver,0
3828,18165,176,10,302,4,4,3,11,Bronze,0
3829,18167,22,37,1385,1,2,1,4,Platinum,1
3830,18168,175,131,1170,4,1,1,6,Gold,1
3831,18169,60,9,203,3,4,4,11,Bronze,0
3832,18170,32,38,980,2,2,2,6,Gold,1
3833,18171,58,54,1231,2,2,1,5,Platinum,1
3835,18173,86,31,2107,3,3,1,7,Gold,1
3836,18174,6,1,104,1,4,4,9,Silver,0
3838,18177,30,74,1341,2,1,1,4,Platinum,1
3839,18178,128,97,1591,3,1,1,5,Platinum,1
3840,18179,8,90,1793,1,1,1,3,Platinum,1
3841,18180,4,119,1844,1,1,1,3,Platinum,1
3842,18181,23,44,383,2,2,3,7,Gold,1
3843,18183,226,37,632,4,2,2,8,Silver,0
3844,18184,14,1,50,1,4,4,9,Silver,0
3845,18185,248,17,304,4,3,3,10,Bronze,0
3846,18188,14,71,2001,1,1,1,3,Platinum,1
3847,18189,77,68,1090,3,2,1,6,Gold,1
3848,18190,191,15,284,4,4,3,11,Bronze,0
3849,18191,261,7,208,4,4,4,12,Bronze,0
3850,18192,71,45,958,3,2,2,7,Gold,1
3851,18193,164,16,244,4,3,4,11,Bronze,0
3852,18194,81,7,974,3,4,2,9,Silver,0
3853,18196,94,141,689,3,1,2,6,Gold,1
3855,18200,105,32,164,3,3,4,10,Bronze,0
3856,18202,199,68,1397,4,2,1,7,Gold,1
3857,18203,156,19,160,4,3,4,11,Bronze,0
3858,18204,70,200,1994,3,1,1,5,Platinum,1
3859,18205,35,32,517,2,3,3,8,Silver,1
3860,18209,28,8,139,2,4,4,10,Bronze,0
3861,18210,1,134,2621,1,1,1,3,Platinum,1
3862,18211,25,42,600,2,2,2,6,Gold,1
3863,18212,325,43,248,4,2,4,10,Bronze,0
3864,18213,236,15,232,4,4,4,12,Bronze,0
3865,18215,88,13,299,3,4,3,10,Bronze,0
3866,18216,30,26,482,2,3,3,8,Silver,0
3867,18217,28,31,622,2,3,2,7,Gold,1
3868,18218,210,21,662,4,3,2,9,Silver,0
3869,18219,2,114,2070,1,1,1,3,Platinum,1
3870,18220,226,2,305,4,4,3,11,Bronze,0
3871,18221,21,64,1042,1,2,2,5,Platinum,1
3872,18222,92,19,443,3,3,3,9,Silver,0
3874,18224,263,10,159,4,4,4,12,Bronze,0
3877,18227,217,5,94,4,4,4,12,Bronze,0
